ROI,tile,patch,timestep,S1
ROIs1868,119,136,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_136.tif
ROIs1868,119,137,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_137.tif
ROIs1868,119,138,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_138.tif
ROIs1868,119,139,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_139.tif
ROIs1868,119,141,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_141.tif
ROIs1868,119,144,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_144.tif
ROIs1868,119,145,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_145.tif
ROIs1868,119,146,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_146.tif
ROIs1868,119,147,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_147.tif
ROIs1868,119,148,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_148.tif
ROIs1868,119,149,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_149.tif
ROIs1868,119,150,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_150.tif
ROIs1868,119,151,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_151.tif
ROIs1868,119,152,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_152.tif
ROIs1868,119,153,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_153.tif
ROIs1868,119,154,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_154.tif
ROIs1868,119,155,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_155.tif
ROIs1868,119,156,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_156.tif
ROIs1868,119,157,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_157.tif
ROIs1868,119,158,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_158.tif
ROIs1868,119,159,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_159.tif
ROIs1868,119,164,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_164.tif
ROIs1868,119,165,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_165.tif
ROIs1868,119,166,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_166.tif
ROIs1868,119,167,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_167.tif
ROIs1868,119,169,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_169.tif
ROIs1868,119,170,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_170.tif
ROIs1868,119,171,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_171.tif
ROIs1868,119,172,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_172.tif
ROIs1868,119,173,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_173.tif
ROIs1868,119,174,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_174.tif
ROIs1868,119,175,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_175.tif
ROIs1868,119,176,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_176.tif
ROIs1868,119,177,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_177.tif
ROIs1868,119,178,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_178.tif
ROIs1868,119,179,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_179.tif
ROIs1868,119,184,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_184.tif
ROIs1868,119,185,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_185.tif
ROIs1868,119,186,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_186.tif
ROIs1868,119,187,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_187.tif
ROIs1868,119,188,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_188.tif
ROIs1868,119,189,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_189.tif
ROIs1868,119,190,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_190.tif
ROIs1868,119,191,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_191.tif
ROIs1868,119,192,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_192.tif
ROIs1868,119,193,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_193.tif
ROIs1868,119,194,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_194.tif
ROIs1868,119,195,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_195.tif
ROIs1868,119,196,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_196.tif
ROIs1868,119,197,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_197.tif
ROIs1868,119,198,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_198.tif
ROIs1868,119,199,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_199.tif
ROIs1868,119,201,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_201.tif
ROIs1868,119,202,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_202.tif
ROIs1868,119,203,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_203.tif
ROIs1868,119,205,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_205.tif
ROIs1868,119,206,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_206.tif
ROIs1868,119,207,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_207.tif
ROIs1868,119,208,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_208.tif
ROIs1868,119,209,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_209.tif
ROIs1868,119,210,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_210.tif
ROIs1868,119,211,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_211.tif
ROIs1868,119,212,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_212.tif
ROIs1868,119,213,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_213.tif
ROIs1868,119,214,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_214.tif
ROIs1868,119,215,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_215.tif
ROIs1868,119,216,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_216.tif
ROIs1868,119,217,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_217.tif
ROIs1868,119,218,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_218.tif
ROIs1868,119,219,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_219.tif
ROIs1868,119,223,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_223.tif
ROIs1868,119,224,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_224.tif
ROIs1868,119,225,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_225.tif
ROIs1868,119,226,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_226.tif
ROIs1868,119,227,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_227.tif
ROIs1868,119,228,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_228.tif
ROIs1868,119,229,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_229.tif
ROIs1868,119,230,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_230.tif
ROIs1868,119,231,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_231.tif
ROIs1868,119,232,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_232.tif
ROIs1868,119,233,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_233.tif
ROIs1868,119,234,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_234.tif
ROIs1868,119,235,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_235.tif
ROIs1868,119,236,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_236.tif
ROIs1868,119,237,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_237.tif
ROIs1868,119,238,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_238.tif
ROIs1868,119,239,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_239.tif
ROIs1868,119,244,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_244.tif
ROIs1868,119,245,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_245.tif
ROIs1868,119,246,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_246.tif
ROIs1868,119,247,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_247.tif
ROIs1868,119,248,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_248.tif
ROIs1868,119,249,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_249.tif
ROIs1868,119,250,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_250.tif
ROIs1868,119,251,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_251.tif
ROIs1868,119,254,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_254.tif
ROIs1868,119,255,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_255.tif
ROIs1868,119,256,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_256.tif
ROIs1868,119,257,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_257.tif
ROIs1868,119,258,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_258.tif
ROIs1868,119,263,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_263.tif
ROIs1868,119,264,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_264.tif
ROIs1868,119,265,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_265.tif
ROIs1868,119,266,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_266.tif
ROIs1868,119,267,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_267.tif
ROIs1868,119,268,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_268.tif
ROIs1868,119,269,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_269.tif
ROIs1868,119,270,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_270.tif
ROIs1868,119,271,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_271.tif
ROIs1868,119,272,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_272.tif
ROIs1868,119,273,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_273.tif
ROIs1868,119,274,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_274.tif
ROIs1868,119,275,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_275.tif
ROIs1868,119,276,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_276.tif
ROIs1868,119,277,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_277.tif
ROIs1868,119,278,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_278.tif
ROIs1868,119,279,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_279.tif
ROIs1868,119,281,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_281.tif
ROIs1868,119,282,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_282.tif
ROIs1868,119,283,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_283.tif
ROIs1868,119,284,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_284.tif
ROIs1868,119,285,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_285.tif
ROIs1868,119,286,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_286.tif
ROIs1868,119,287,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_287.tif
ROIs1868,119,288,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_288.tif
ROIs1868,119,289,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_289.tif
ROIs1868,119,290,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_290.tif
ROIs1868,119,291,12,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/NanPixelsS1/ROIs1868/119/S1/12/s1_ROIs1868_119_ImgNo_12_2018-06-02_patch_291.tif
