ROI,tile,patch,timestep,S2,S2CLOUDMAP
ROIs1868,121,100,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_100.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_100.tif
ROIs1868,121,100,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_100.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_100.tif
ROIs1868,121,101,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_101.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_101.tif
ROIs1868,121,101,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_101.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_101.tif
ROIs1868,121,102,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_102.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_102.tif
ROIs1868,121,103,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_103.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_103.tif
ROIs1868,121,104,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_104.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_104.tif
ROIs1868,121,104,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_104.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_104.tif
ROIs1868,121,105,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_105.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_105.tif
ROIs1868,121,106,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_106.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_106.tif
ROIs1868,121,106,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_106.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_106.tif
ROIs1868,121,106,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_106.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_106.tif
ROIs1868,121,108,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_108.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_108.tif
ROIs1868,121,111,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_111.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_111.tif
ROIs1868,121,111,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_111.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_111.tif
ROIs1868,121,114,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_114.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_114.tif
ROIs1868,121,124,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_124.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_124.tif
ROIs1868,121,126,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_126.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_126.tif
ROIs1868,121,126,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_126.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_126.tif
ROIs1868,121,127,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_127.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_127.tif
ROIs1868,121,127,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_127.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_127.tif
ROIs1868,121,127,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_127.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_127.tif
ROIs1868,121,127,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_127.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_127.tif
ROIs1868,121,127,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_127.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_127.tif
ROIs1868,121,128,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_128.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_128.tif
ROIs1868,121,128,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_128.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_128.tif
ROIs1868,121,128,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_128.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_128.tif
ROIs1868,121,128,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/25/s2_ROIs1868_121_ImgNo_25_2018-11-02_patch_128.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/25/s2cloudmap_ROIs1868_121_ImgNo_25_2018-11-02_patch_128.tif
ROIs1868,121,128,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_128.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_128.tif
ROIs1868,121,128,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_128.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_128.tif
ROIs1868,121,129,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_129.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_129.tif
ROIs1868,121,129,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_129.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_129.tif
ROIs1868,121,130,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_130.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_130.tif
ROIs1868,121,131,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_131.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_131.tif
ROIs1868,121,132,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_132.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_132.tif
ROIs1868,121,132,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_132.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_132.tif
ROIs1868,121,134,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_134.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_134.tif
ROIs1868,121,135,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_135.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_135.tif
ROIs1868,121,137,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_137.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_137.tif
ROIs1868,121,137,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_137.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_137.tif
ROIs1868,121,137,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_137.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_137.tif
ROIs1868,121,138,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_138.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_138.tif
ROIs1868,121,149,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_149.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_149.tif
ROIs1868,121,151,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/3/s2_ROIs1868_121_ImgNo_3_2018-02-10_patch_151.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/3/s2cloudmap_ROIs1868_121_ImgNo_3_2018-02-10_patch_151.tif
ROIs1868,121,151,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_151.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_151.tif
ROIs1868,121,151,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_151.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_151.tif
ROIs1868,121,152,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/4/s2_ROIs1868_121_ImgNo_4_2018-02-25_patch_152.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/4/s2cloudmap_ROIs1868_121_ImgNo_4_2018-02-25_patch_152.tif
ROIs1868,121,152,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_152.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_152.tif
ROIs1868,121,152,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_152.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_152.tif
ROIs1868,121,153,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_153.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_153.tif
ROIs1868,121,153,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_153.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_153.tif
ROIs1868,121,154,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_154.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_154.tif
ROIs1868,121,156,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_156.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_156.tif
ROIs1868,121,157,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_157.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_157.tif
ROIs1868,121,158,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_158.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_158.tif
ROIs1868,121,161,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/26/s2_ROIs1868_121_ImgNo_26_2018-11-17_patch_161.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/26/s2cloudmap_ROIs1868_121_ImgNo_26_2018-11-17_patch_161.tif
ROIs1868,121,161,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_161.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_161.tif
ROIs1868,121,166,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_166.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_166.tif
ROIs1868,121,167,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_167.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_167.tif
ROIs1868,121,170,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_170.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_170.tif
ROIs1868,121,182,21,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/21/s2_ROIs1868_121_ImgNo_21_2018-09-18_patch_182.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/21/s2cloudmap_ROIs1868_121_ImgNo_21_2018-09-18_patch_182.tif
ROIs1868,121,182,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2/29/s2_ROIs1868_121_ImgNo_29_2018-12-22_patch_182.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/121/S2CLOUDMAP/29/s2cloudmap_ROIs1868_121_ImgNo_29_2018-12-22_patch_182.tif
