ROI,tile,patch,timestep,0
ROIsAzuaga,42,47,13,True
ROIsAzuaga,42,47,14,True
ROIsAzuaga,42,47,16,True
ROIsAzuaga,42,47,17,True
ROIsAzuaga,42,47,18,True
ROIsAzuaga,42,47,20,True
ROIsAzuaga,42,47,21,True
ROIsAzuaga,42,47,22,True
ROIsAzuaga,42,47,23,True
ROIsAzuaga,42,47,25,True
ROIsAzuaga,42,47,26,True
ROIsAzuaga,42,48,6,True
ROIsAzuaga,42,48,7,True
ROIsAzuaga,42,48,8,True
ROIsAzuaga,42,48,9,True
ROIsAzuaga,42,48,10,True
ROIsAzuaga,42,48,12,True
ROIsAzuaga,42,48,13,True
ROIsAzuaga,42,48,14,True
ROIsAzuaga,42,48,16,True
ROIsAzuaga,42,48,17,True
ROIsAzuaga,42,48,18,True
ROIsAzuaga,42,48,20,True
ROIsAzuaga,42,48,21,True
ROIsAzuaga,42,48,22,True
ROIsAzuaga,42,48,23,True
ROIsAzuaga,42,48,25,True
ROIsAzuaga,42,48,26,True
ROIsAzuaga,42,49,6,True
ROIsAzuaga,42,49,8,True
ROIsAzuaga,42,49,9,True
ROIsAzuaga,42,49,10,True
ROIsAzuaga,42,49,12,True
ROIsAzuaga,42,49,13,True
ROIsAzuaga,42,49,14,True
ROIsAzuaga,42,49,16,True
ROIsAzuaga,42,49,17,True
ROIsAzuaga,42,49,18,True
ROIsAzuaga,42,49,20,True
ROIsAzuaga,42,49,21,True
ROIsAzuaga,42,49,22,True
ROIsAzuaga,42,49,23,True
ROIsAzuaga,42,49,25,True
ROIsAzuaga,42,49,26,True
ROIsAzuaga,42,50,6,True
ROIsAzuaga,42,50,8,True
ROIsAzuaga,42,50,9,True
ROIsAzuaga,42,50,10,True
ROIsAzuaga,42,50,12,True
ROIsAzuaga,42,50,13,True
ROIsAzuaga,42,50,14,True
ROIsAzuaga,42,50,16,True
ROIsAzuaga,42,50,17,True
ROIsAzuaga,42,50,18,True
ROIsAzuaga,42,50,20,True
ROIsAzuaga,42,50,21,True
ROIsAzuaga,42,50,22,True
ROIsAzuaga,42,50,23,True
ROIsAzuaga,42,50,25,True
ROIsAzuaga,42,50,26,True
ROIsAzuaga,42,51,6,True
ROIsAzuaga,42,51,8,True
ROIsAzuaga,42,51,9,True
ROIsAzuaga,42,51,10,True
ROIsAzuaga,42,51,12,True
ROIsAzuaga,42,51,13,True
ROIsAzuaga,42,51,14,True
ROIsAzuaga,42,51,15,True
ROIsAzuaga,42,51,16,True
ROIsAzuaga,42,51,17,True
ROIsAzuaga,42,51,18,True
ROIsAzuaga,42,51,19,True
ROIsAzuaga,42,51,20,True
ROIsAzuaga,42,51,21,True
ROIsAzuaga,42,51,22,True
ROIsAzuaga,42,51,25,True
ROIsAzuaga,42,51,26,True
ROIsAzuaga,42,51,29,True
ROIsAzuaga,42,52,6,True
ROIsAzuaga,42,52,8,True
ROIsAzuaga,42,52,9,True
ROIsAzuaga,42,52,10,True
ROIsAzuaga,42,52,11,True
ROIsAzuaga,42,52,12,True
ROIsAzuaga,42,52,13,True
ROIsAzuaga,42,52,14,True
ROIsAzuaga,42,52,15,True
ROIsAzuaga,42,52,16,True
ROIsAzuaga,42,52,17,True
ROIsAzuaga,42,52,18,True
ROIsAzuaga,42,52,20,True
ROIsAzuaga,42,52,21,True
ROIsAzuaga,42,52,22,True
ROIsAzuaga,42,52,23,True
ROIsAzuaga,42,52,25,True
ROIsAzuaga,42,52,26,True
ROIsAzuaga,42,52,29,True
ROIsAzuaga,42,53,6,True
ROIsAzuaga,42,53,9,True
ROIsAzuaga,42,53,10,True
ROIsAzuaga,42,53,11,True
ROIsAzuaga,42,53,12,True
ROIsAzuaga,42,53,13,True
ROIsAzuaga,42,53,14,True
ROIsAzuaga,42,53,15,True
ROIsAzuaga,42,53,16,True
ROIsAzuaga,42,53,17,True
ROIsAzuaga,42,53,18,True
ROIsAzuaga,42,53,20,True
ROIsAzuaga,42,53,21,True
ROIsAzuaga,42,53,22,True
ROIsAzuaga,42,53,25,True
ROIsAzuaga,42,53,26,True
ROIsAzuaga,42,53,29,True
ROIsAzuaga,42,54,6,True
ROIsAzuaga,42,54,8,True
ROIsAzuaga,42,54,9,True
ROIsAzuaga,42,54,10,True
ROIsAzuaga,42,54,12,True
ROIsAzuaga,42,54,13,True
ROIsAzuaga,42,54,14,True
ROIsAzuaga,42,54,15,True
ROIsAzuaga,42,54,16,True
ROIsAzuaga,42,54,17,True
ROIsAzuaga,42,54,18,True
ROIsAzuaga,42,54,20,True
ROIsAzuaga,42,54,21,True
ROIsAzuaga,42,54,22,True
ROIsAzuaga,42,54,25,True
ROIsAzuaga,42,54,26,True
ROIsAzuaga,42,55,8,True
ROIsAzuaga,42,55,9,True
ROIsAzuaga,42,55,10,True
ROIsAzuaga,42,55,12,True
ROIsAzuaga,42,55,13,True
ROIsAzuaga,42,55,14,True
ROIsAzuaga,42,55,15,True
ROIsAzuaga,42,55,16,True
ROIsAzuaga,42,55,17,True
ROIsAzuaga,42,55,18,True
ROIsAzuaga,42,55,20,True
ROIsAzuaga,42,55,21,True
ROIsAzuaga,42,55,22,True
ROIsAzuaga,42,55,25,True
ROIsAzuaga,42,55,26,True
ROIsAzuaga,42,55,27,True
ROIsAzuaga,42,56,9,True
ROIsAzuaga,42,56,10,True
ROIsAzuaga,42,56,12,True
ROIsAzuaga,42,56,13,True
ROIsAzuaga,42,56,14,True
ROIsAzuaga,42,56,15,True
ROIsAzuaga,42,56,16,True
ROIsAzuaga,42,56,17,True
ROIsAzuaga,42,56,18,True
ROIsAzuaga,42,56,20,True
ROIsAzuaga,42,56,21,True
ROIsAzuaga,42,56,22,True
ROIsAzuaga,42,56,25,True
ROIsAzuaga,42,56,26,True
ROIsAzuaga,42,56,27,True
ROIsAzuaga,42,57,6,True
ROIsAzuaga,42,57,9,True
ROIsAzuaga,42,57,10,True
ROIsAzuaga,42,57,12,True
ROIsAzuaga,42,57,13,True
ROIsAzuaga,42,57,14,True
ROIsAzuaga,42,57,15,True
ROIsAzuaga,42,57,16,True
ROIsAzuaga,42,57,17,True
ROIsAzuaga,42,57,18,True
ROIsAzuaga,42,57,20,True
ROIsAzuaga,42,57,21,True
ROIsAzuaga,42,57,22,True
ROIsAzuaga,42,57,25,True
ROIsAzuaga,42,57,26,True
ROIsAzuaga,42,57,27,True
ROIsAzuaga,42,58,6,True
ROIsAzuaga,42,58,8,True
ROIsAzuaga,42,58,9,True
ROIsAzuaga,42,58,10,True
ROIsAzuaga,42,58,12,True
ROIsAzuaga,42,58,13,True
ROIsAzuaga,42,58,14,True
ROIsAzuaga,42,58,16,True
ROIsAzuaga,42,58,17,True
ROIsAzuaga,42,58,18,True
ROIsAzuaga,42,58,20,True
ROIsAzuaga,42,58,21,True
ROIsAzuaga,42,58,22,True
ROIsAzuaga,42,58,23,True
ROIsAzuaga,42,58,25,True
ROIsAzuaga,42,58,26,True
ROIsAzuaga,42,58,27,True
ROIsAzuaga,42,59,6,True
ROIsAzuaga,42,59,8,True
ROIsAzuaga,42,59,9,True
ROIsAzuaga,42,59,10,True
ROIsAzuaga,42,59,12,True
ROIsAzuaga,42,59,13,True
ROIsAzuaga,42,59,14,True
ROIsAzuaga,42,59,16,True
ROIsAzuaga,42,59,17,True
ROIsAzuaga,42,59,18,True
ROIsAzuaga,42,59,20,True
ROIsAzuaga,42,59,21,True
ROIsAzuaga,42,59,22,True
ROIsAzuaga,42,59,23,True
ROIsAzuaga,42,59,25,True
ROIsAzuaga,42,59,26,True
ROIsAzuaga,42,60,6,True
ROIsAzuaga,42,60,8,True
ROIsAzuaga,42,60,9,True
ROIsAzuaga,42,60,10,True
ROIsAzuaga,42,60,12,True
ROIsAzuaga,42,60,13,True
ROIsAzuaga,42,60,14,True
ROIsAzuaga,42,60,16,True
ROIsAzuaga,42,60,17,True
ROIsAzuaga,42,60,18,True
ROIsAzuaga,42,60,20,True
ROIsAzuaga,42,60,21,True
ROIsAzuaga,42,60,22,True
ROIsAzuaga,42,60,25,True
ROIsAzuaga,42,60,26,True
ROIsAzuaga,42,60,27,True
ROIsAzuaga,42,61,6,True
ROIsAzuaga,42,61,8,True
ROIsAzuaga,42,61,9,True
ROIsAzuaga,42,61,10,True
ROIsAzuaga,42,61,12,True
ROIsAzuaga,42,61,13,True
ROIsAzuaga,42,61,14,True
ROIsAzuaga,42,61,16,True
ROIsAzuaga,42,61,17,True
ROIsAzuaga,42,61,18,True
ROIsAzuaga,42,61,20,True
ROIsAzuaga,42,61,22,True
ROIsAzuaga,42,61,24,True
ROIsAzuaga,42,61,25,True
ROIsAzuaga,42,61,26,True
ROIsAzuaga,42,61,27,True
ROIsAzuaga,42,62,6,True
ROIsAzuaga,42,62,7,True
ROIsAzuaga,42,62,8,True
ROIsAzuaga,42,62,9,True
ROIsAzuaga,42,62,10,True
ROIsAzuaga,42,62,12,True
ROIsAzuaga,42,62,13,True
ROIsAzuaga,42,62,14,True
ROIsAzuaga,42,62,16,True
ROIsAzuaga,42,62,17,True
ROIsAzuaga,42,62,18,True
ROIsAzuaga,42,62,20,True
ROIsAzuaga,42,62,21,True
ROIsAzuaga,42,62,22,True
ROIsAzuaga,42,62,25,True
ROIsAzuaga,42,62,26,True
ROIsAzuaga,42,62,27,True
ROIsAzuaga,42,63,6,True
ROIsAzuaga,42,63,7,True
ROIsAzuaga,42,63,8,True
ROIsAzuaga,42,63,9,True
ROIsAzuaga,42,63,10,True
ROIsAzuaga,42,63,12,True
ROIsAzuaga,42,63,13,True
ROIsAzuaga,42,63,14,True
ROIsAzuaga,42,63,16,True
ROIsAzuaga,42,63,17,True
ROIsAzuaga,42,63,18,True
ROIsAzuaga,42,63,20,True
ROIsAzuaga,42,63,21,True
ROIsAzuaga,42,63,22,True
ROIsAzuaga,42,63,25,True
ROIsAzuaga,42,63,26,True
ROIsAzuaga,42,63,27,True
ROIsAzuaga,42,64,6,True
ROIsAzuaga,42,64,7,True
ROIsAzuaga,42,64,8,True
ROIsAzuaga,42,64,9,True
ROIsAzuaga,42,64,10,True
ROIsAzuaga,42,64,12,True
ROIsAzuaga,42,64,13,True
ROIsAzuaga,42,64,14,True
ROIsAzuaga,42,64,16,True
ROIsAzuaga,42,64,17,True
ROIsAzuaga,42,64,18,True
ROIsAzuaga,42,64,20,True
ROIsAzuaga,42,64,21,True
ROIsAzuaga,42,64,22,True
ROIsAzuaga,42,64,25,True
ROIsAzuaga,42,64,26,True
ROIsAzuaga,42,64,27,True
ROIsAzuaga,42,64,29,True
ROIsAzuaga,42,65,6,True
ROIsAzuaga,42,65,7,True
ROIsAzuaga,42,65,8,True
ROIsAzuaga,42,65,9,True
ROIsAzuaga,42,65,10,True
ROIsAzuaga,42,65,12,True
ROIsAzuaga,42,65,13,True
ROIsAzuaga,42,65,14,True
ROIsAzuaga,42,65,16,True
ROIsAzuaga,42,65,17,True
ROIsAzuaga,42,65,18,True
ROIsAzuaga,42,65,20,True
ROIsAzuaga,42,65,21,True
ROIsAzuaga,42,65,22,True
ROIsAzuaga,42,65,23,True
ROIsAzuaga,42,65,25,True
ROIsAzuaga,42,65,26,True
ROIsAzuaga,42,65,29,True
ROIsAzuaga,42,66,6,True
ROIsAzuaga,42,66,8,True
ROIsAzuaga,42,66,9,True
ROIsAzuaga,42,66,10,True
ROIsAzuaga,42,66,12,True
ROIsAzuaga,42,66,13,True
ROIsAzuaga,42,66,14,True
ROIsAzuaga,42,66,16,True
ROIsAzuaga,42,66,17,True
ROIsAzuaga,42,66,18,True
ROIsAzuaga,42,66,20,True
ROIsAzuaga,42,66,21,True
ROIsAzuaga,42,66,22,True
ROIsAzuaga,42,66,23,True
ROIsAzuaga,42,66,25,True
ROIsAzuaga,42,66,26,True
ROIsAzuaga,42,66,27,True
ROIsAzuaga,42,66,29,True
ROIsAzuaga,42,67,6,True
ROIsAzuaga,42,67,7,True
ROIsAzuaga,42,67,8,True
ROIsAzuaga,42,67,9,True
ROIsAzuaga,42,67,10,True
ROIsAzuaga,42,67,12,True
ROIsAzuaga,42,67,13,True
ROIsAzuaga,42,67,14,True
ROIsAzuaga,42,67,16,True
ROIsAzuaga,42,67,17,True
ROIsAzuaga,42,67,18,True
ROIsAzuaga,42,67,20,True
ROIsAzuaga,42,67,21,True
ROIsAzuaga,42,67,22,True
ROIsAzuaga,42,67,23,True
ROIsAzuaga,42,67,25,True
ROIsAzuaga,42,67,26,True
ROIsAzuaga,42,67,29,True
ROIsAzuaga,42,68,6,True
ROIsAzuaga,42,68,8,True
ROIsAzuaga,42,68,9,True
ROIsAzuaga,42,68,10,True
ROIsAzuaga,42,68,12,True
ROIsAzuaga,42,68,13,True
ROIsAzuaga,42,68,14,True
ROIsAzuaga,42,68,15,True
ROIsAzuaga,42,68,16,True
ROIsAzuaga,42,68,17,True
ROIsAzuaga,42,68,18,True
ROIsAzuaga,42,68,20,True
ROIsAzuaga,42,68,21,True
ROIsAzuaga,42,68,22,True
ROIsAzuaga,42,68,25,True
ROIsAzuaga,42,68,26,True
ROIsAzuaga,42,68,27,True
ROIsAzuaga,42,68,29,True
ROIsAzuaga,42,69,6,True
ROIsAzuaga,42,69,9,True
ROIsAzuaga,42,69,10,True
ROIsAzuaga,42,69,11,True
ROIsAzuaga,42,69,12,True
ROIsAzuaga,42,69,13,True
ROIsAzuaga,42,69,14,True
ROIsAzuaga,42,69,15,True
ROIsAzuaga,42,69,16,True
ROIsAzuaga,42,69,17,True
ROIsAzuaga,42,69,18,True
ROIsAzuaga,42,69,20,True
ROIsAzuaga,42,69,21,True
ROIsAzuaga,42,69,22,True
ROIsAzuaga,42,69,25,True
ROIsAzuaga,42,69,26,True
ROIsAzuaga,42,69,29,True
ROIsAzuaga,42,70,6,True
ROIsAzuaga,42,70,8,True
ROIsAzuaga,42,70,9,True
ROIsAzuaga,42,70,10,True
ROIsAzuaga,42,70,12,True
ROIsAzuaga,42,70,13,True
ROIsAzuaga,42,70,14,True
ROIsAzuaga,42,70,15,True
ROIsAzuaga,42,70,16,True
ROIsAzuaga,42,70,17,True
ROIsAzuaga,42,70,18,True
ROIsAzuaga,42,70,20,True
ROIsAzuaga,42,70,21,True
ROIsAzuaga,42,70,22,True
ROIsAzuaga,42,70,25,True
ROIsAzuaga,42,70,26,True
ROIsAzuaga,42,71,8,True
ROIsAzuaga,42,71,9,True
ROIsAzuaga,42,71,10,True
ROIsAzuaga,42,71,12,True
ROIsAzuaga,42,71,13,True
ROIsAzuaga,42,71,14,True
ROIsAzuaga,42,71,15,True
ROIsAzuaga,42,71,16,True
ROIsAzuaga,42,71,17,True
ROIsAzuaga,42,71,18,True
ROIsAzuaga,42,71,20,True
ROIsAzuaga,42,71,21,True
ROIsAzuaga,42,71,22,True
ROIsAzuaga,42,71,26,True
ROIsAzuaga,42,72,6,True
ROIsAzuaga,42,72,8,True
ROIsAzuaga,42,72,9,True
ROIsAzuaga,42,72,10,True
ROIsAzuaga,42,72,12,True
ROIsAzuaga,42,72,13,True
ROIsAzuaga,42,72,14,True
ROIsAzuaga,42,72,15,True
ROIsAzuaga,42,72,16,True
ROIsAzuaga,42,72,17,True
ROIsAzuaga,42,72,18,True
ROIsAzuaga,42,72,20,True
ROIsAzuaga,42,72,21,True
ROIsAzuaga,42,72,22,True
ROIsAzuaga,42,72,25,True
ROIsAzuaga,42,72,26,True
ROIsAzuaga,42,72,27,True
ROIsAzuaga,42,73,6,True
ROIsAzuaga,42,73,8,True
ROIsAzuaga,42,73,9,True
ROIsAzuaga,42,73,10,True
ROIsAzuaga,42,73,12,True
ROIsAzuaga,42,73,13,True
ROIsAzuaga,42,73,14,True
ROIsAzuaga,42,73,15,True
ROIsAzuaga,42,73,16,True
ROIsAzuaga,42,73,17,True
ROIsAzuaga,42,73,18,True
ROIsAzuaga,42,73,20,True
ROIsAzuaga,42,73,21,True
ROIsAzuaga,42,73,22,True
ROIsAzuaga,42,73,25,True
ROIsAzuaga,42,73,26,True
ROIsAzuaga,42,73,27,True
ROIsAzuaga,42,74,6,True
ROIsAzuaga,42,74,8,True
ROIsAzuaga,42,74,9,True
ROIsAzuaga,42,74,10,True
ROIsAzuaga,42,74,12,True
ROIsAzuaga,42,74,13,True
ROIsAzuaga,42,74,14,True
ROIsAzuaga,42,74,15,True
ROIsAzuaga,42,74,16,True
ROIsAzuaga,42,74,17,True
ROIsAzuaga,42,74,18,True
ROIsAzuaga,42,74,20,True
ROIsAzuaga,42,74,21,True
ROIsAzuaga,42,74,22,True
ROIsAzuaga,42,74,25,True
ROIsAzuaga,42,74,26,True
ROIsAzuaga,42,74,27,True
ROIsAzuaga,42,75,6,True
ROIsAzuaga,42,75,8,True
ROIsAzuaga,42,75,9,True
ROIsAzuaga,42,75,10,True
ROIsAzuaga,42,75,12,True
ROIsAzuaga,42,75,13,True
ROIsAzuaga,42,75,14,True
ROIsAzuaga,42,75,16,True
ROIsAzuaga,42,75,17,True
ROIsAzuaga,42,75,18,True
ROIsAzuaga,42,75,20,True
ROIsAzuaga,42,75,21,True
ROIsAzuaga,42,75,22,True
ROIsAzuaga,42,75,23,True
ROIsAzuaga,42,75,25,True
ROIsAzuaga,42,75,26,True
ROIsAzuaga,42,75,27,True
ROIsAzuaga,42,76,6,True
ROIsAzuaga,42,76,7,True
ROIsAzuaga,42,76,8,True
ROIsAzuaga,42,76,9,True
ROIsAzuaga,42,76,10,True
ROIsAzuaga,42,76,12,True
ROIsAzuaga,42,76,13,True
ROIsAzuaga,42,76,14,True
ROIsAzuaga,42,76,16,True
ROIsAzuaga,42,76,17,True
ROIsAzuaga,42,76,18,True
ROIsAzuaga,42,76,20,True
ROIsAzuaga,42,76,21,True
ROIsAzuaga,42,76,22,True
ROIsAzuaga,42,76,25,True
ROIsAzuaga,42,77,6,True
ROIsAzuaga,42,77,7,True
ROIsAzuaga,42,77,8,True
ROIsAzuaga,42,77,9,True
ROIsAzuaga,42,77,10,True
ROIsAzuaga,42,77,12,True
ROIsAzuaga,42,77,13,True
ROIsAzuaga,42,77,14,True
ROIsAzuaga,42,77,16,True
ROIsAzuaga,42,77,17,True
ROIsAzuaga,42,77,18,True
ROIsAzuaga,42,77,20,True
ROIsAzuaga,42,77,21,True
ROIsAzuaga,42,77,22,True
ROIsAzuaga,42,77,25,True
ROIsAzuaga,42,78,6,True
ROIsAzuaga,42,78,7,True
ROIsAzuaga,42,78,8,True
ROIsAzuaga,42,78,9,True
ROIsAzuaga,42,78,10,True
ROIsAzuaga,42,78,12,True
ROIsAzuaga,42,78,13,True
ROIsAzuaga,42,78,14,True
ROIsAzuaga,42,78,16,True
ROIsAzuaga,42,78,17,True
ROIsAzuaga,42,78,18,True
ROIsAzuaga,42,78,20,True
ROIsAzuaga,42,78,21,True
ROIsAzuaga,42,78,22,True
ROIsAzuaga,42,78,23,True
ROIsAzuaga,42,78,25,True
ROIsAzuaga,42,78,26,True
ROIsAzuaga,42,78,27,True
ROIsAzuaga,42,78,29,True
ROIsAzuaga,42,79,6,True
ROIsAzuaga,42,79,7,True
ROIsAzuaga,42,79,8,True
ROIsAzuaga,42,79,9,True
ROIsAzuaga,42,79,10,True
ROIsAzuaga,42,79,12,True
ROIsAzuaga,42,79,13,True
ROIsAzuaga,42,79,14,True
ROIsAzuaga,42,79,16,True
ROIsAzuaga,42,79,17,True
ROIsAzuaga,42,79,18,True
ROIsAzuaga,42,79,20,True
ROIsAzuaga,42,79,21,True
ROIsAzuaga,42,79,22,True
ROIsAzuaga,42,79,25,True
ROIsAzuaga,42,79,26,True
ROIsAzuaga,42,79,27,True
ROIsAzuaga,42,79,29,True
ROIsAzuaga,42,80,6,True
ROIsAzuaga,42,80,9,True
ROIsAzuaga,42,80,10,True
ROIsAzuaga,42,80,12,True
ROIsAzuaga,42,80,13,True
ROIsAzuaga,42,80,14,True
ROIsAzuaga,42,80,16,True
ROIsAzuaga,42,80,17,True
ROIsAzuaga,42,80,18,True
ROIsAzuaga,42,80,20,True
ROIsAzuaga,42,80,21,True
ROIsAzuaga,42,80,22,True
ROIsAzuaga,42,80,25,True
ROIsAzuaga,42,80,26,True
ROIsAzuaga,42,80,27,True
ROIsAzuaga,42,80,29,True
ROIsAzuaga,42,81,6,True
ROIsAzuaga,42,81,8,True
ROIsAzuaga,42,81,9,True
ROIsAzuaga,42,81,10,True
ROIsAzuaga,42,81,12,True
ROIsAzuaga,42,81,13,True
ROIsAzuaga,42,81,14,True
ROIsAzuaga,42,81,16,True
ROIsAzuaga,42,81,17,True
ROIsAzuaga,42,81,18,True
ROIsAzuaga,42,81,20,True
ROIsAzuaga,42,81,21,True
ROIsAzuaga,42,81,22,True
ROIsAzuaga,42,81,25,True
ROIsAzuaga,42,81,26,True
ROIsAzuaga,42,81,27,True
ROIsAzuaga,42,81,29,True
ROIsAzuaga,42,82,6,True
ROIsAzuaga,42,82,7,True
ROIsAzuaga,42,82,8,True
ROIsAzuaga,42,82,9,True
ROIsAzuaga,42,82,10,True
ROIsAzuaga,42,82,12,True
ROIsAzuaga,42,82,13,True
ROIsAzuaga,42,82,14,True
ROIsAzuaga,42,82,16,True
ROIsAzuaga,42,82,17,True
ROIsAzuaga,42,82,18,True
ROIsAzuaga,42,82,20,True
ROIsAzuaga,42,82,21,True
ROIsAzuaga,42,82,22,True
ROIsAzuaga,42,82,23,True
ROIsAzuaga,42,82,25,True
ROIsAzuaga,42,82,26,True
ROIsAzuaga,42,82,29,True
ROIsAzuaga,42,83,6,True
ROIsAzuaga,42,83,8,True
ROIsAzuaga,42,83,9,True
ROIsAzuaga,42,83,10,True
ROIsAzuaga,42,83,12,True
ROIsAzuaga,42,83,13,True
ROIsAzuaga,42,83,14,True
ROIsAzuaga,42,83,16,True
ROIsAzuaga,42,83,17,True
ROIsAzuaga,42,83,18,True
ROIsAzuaga,42,83,20,True
ROIsAzuaga,42,83,21,True
ROIsAzuaga,42,83,22,True
ROIsAzuaga,42,83,23,True
ROIsAzuaga,42,83,25,True
ROIsAzuaga,42,83,26,True
ROIsAzuaga,42,83,27,True
ROIsAzuaga,42,83,29,True
ROIsAzuaga,42,84,6,True
ROIsAzuaga,42,84,8,True
ROIsAzuaga,42,84,9,True
ROIsAzuaga,42,84,10,True
ROIsAzuaga,42,84,12,True
ROIsAzuaga,42,84,13,True
ROIsAzuaga,42,84,14,True
ROIsAzuaga,42,84,16,True
ROIsAzuaga,42,84,17,True
ROIsAzuaga,42,84,18,True
ROIsAzuaga,42,84,20,True
ROIsAzuaga,42,84,21,True
ROIsAzuaga,42,84,22,True
ROIsAzuaga,42,84,25,True
ROIsAzuaga,42,84,26,True
ROIsAzuaga,42,84,27,True
ROIsAzuaga,42,84,29,True
ROIsAzuaga,42,85,6,True
ROIsAzuaga,42,85,8,True
ROIsAzuaga,42,85,9,True
ROIsAzuaga,42,85,11,True
ROIsAzuaga,42,85,12,True
ROIsAzuaga,42,85,13,True
ROIsAzuaga,42,85,14,True
ROIsAzuaga,42,85,15,True
ROIsAzuaga,42,85,16,True
ROIsAzuaga,42,85,17,True
ROIsAzuaga,42,85,18,True
ROIsAzuaga,42,85,20,True
ROIsAzuaga,42,85,22,True
ROIsAzuaga,42,85,25,True
ROIsAzuaga,42,85,26,True
ROIsAzuaga,42,85,29,True
ROIsAzuaga,42,86,6,True
ROIsAzuaga,42,86,8,True
ROIsAzuaga,42,86,9,True
ROIsAzuaga,42,86,10,True
ROIsAzuaga,42,86,12,True
ROIsAzuaga,42,86,13,True
ROIsAzuaga,42,86,14,True
ROIsAzuaga,42,86,15,True
ROIsAzuaga,42,86,16,True
ROIsAzuaga,42,86,17,True
ROIsAzuaga,42,86,18,True
ROIsAzuaga,42,86,20,True
ROIsAzuaga,42,86,22,True
ROIsAzuaga,42,86,25,True
ROIsAzuaga,42,86,26,True
ROIsAzuaga,42,86,29,True
ROIsAzuaga,42,87,6,True
ROIsAzuaga,42,87,8,True
ROIsAzuaga,42,87,9,True
ROIsAzuaga,42,87,10,True
ROIsAzuaga,42,87,11,True
ROIsAzuaga,42,87,12,True
ROIsAzuaga,42,87,13,True
ROIsAzuaga,42,87,14,True
ROIsAzuaga,42,87,15,True
ROIsAzuaga,42,87,16,True
ROIsAzuaga,42,87,17,True
ROIsAzuaga,42,87,18,True
ROIsAzuaga,42,87,20,True
ROIsAzuaga,42,87,21,True
ROIsAzuaga,42,87,22,True
ROIsAzuaga,42,87,25,True
ROIsAzuaga,42,87,26,True
ROIsAzuaga,42,87,27,True
ROIsAzuaga,42,87,29,True
ROIsAzuaga,42,88,6,True
ROIsAzuaga,42,88,8,True
ROIsAzuaga,42,88,9,True
ROIsAzuaga,42,88,11,True
ROIsAzuaga,42,88,12,True
ROIsAzuaga,42,88,13,True
ROIsAzuaga,42,88,14,True
ROIsAzuaga,42,88,15,True
ROIsAzuaga,42,88,16,True
ROIsAzuaga,42,88,17,True
ROIsAzuaga,42,88,18,True
ROIsAzuaga,42,88,20,True
ROIsAzuaga,42,88,21,True
ROIsAzuaga,42,88,22,True
ROIsAzuaga,42,88,25,True
ROIsAzuaga,42,88,26,True
ROIsAzuaga,42,88,27,True
ROIsAzuaga,42,89,6,True
ROIsAzuaga,42,89,8,True
ROIsAzuaga,42,89,9,True
ROIsAzuaga,42,89,11,True
ROIsAzuaga,42,89,12,True
ROIsAzuaga,42,89,13,True
ROIsAzuaga,42,89,14,True
ROIsAzuaga,42,89,15,True
ROIsAzuaga,42,89,16,True
ROIsAzuaga,42,89,17,True
ROIsAzuaga,42,89,18,True
ROIsAzuaga,42,89,20,True
ROIsAzuaga,42,89,21,True
ROIsAzuaga,42,89,22,True
ROIsAzuaga,42,89,25,True
ROIsAzuaga,42,89,26,True
ROIsAzuaga,42,89,27,True
ROIsAzuaga,42,90,6,True
ROIsAzuaga,42,90,8,True
ROIsAzuaga,42,90,9,True
ROIsAzuaga,42,90,10,True
ROIsAzuaga,42,90,12,True
ROIsAzuaga,42,90,13,True
ROIsAzuaga,42,90,14,True
ROIsAzuaga,42,90,15,True
ROIsAzuaga,42,90,16,True
ROIsAzuaga,42,90,17,True
ROIsAzuaga,42,90,18,True
ROIsAzuaga,42,90,20,True
ROIsAzuaga,42,90,21,True
ROIsAzuaga,42,90,22,True
ROIsAzuaga,42,90,25,True
ROIsAzuaga,42,90,26,True
ROIsAzuaga,42,90,27,True
ROIsAzuaga,42,91,6,True
ROIsAzuaga,42,91,8,True
ROIsAzuaga,42,91,9,True
ROIsAzuaga,42,91,10,True
ROIsAzuaga,42,91,12,True
ROIsAzuaga,42,91,13,True
ROIsAzuaga,42,91,14,True
ROIsAzuaga,42,91,15,True
ROIsAzuaga,42,91,16,True
ROIsAzuaga,42,91,17,True
ROIsAzuaga,42,91,18,True
ROIsAzuaga,42,91,20,True
ROIsAzuaga,42,91,21,True
ROIsAzuaga,42,91,22,True
ROIsAzuaga,42,91,25,True
ROIsAzuaga,42,91,26,True
ROIsAzuaga,42,91,27,True
ROIsAzuaga,42,92,6,True
ROIsAzuaga,42,92,8,True
ROIsAzuaga,42,92,9,True
ROIsAzuaga,42,92,10,True
ROIsAzuaga,42,92,12,True
ROIsAzuaga,42,92,13,True
ROIsAzuaga,42,92,14,True
ROIsAzuaga,42,92,16,True
ROIsAzuaga,42,92,17,True
ROIsAzuaga,42,92,18,True
ROIsAzuaga,42,92,20,True
ROIsAzuaga,42,92,21,True
ROIsAzuaga,42,92,22,True
ROIsAzuaga,42,92,25,True
ROIsAzuaga,42,92,26,True
ROIsAzuaga,42,92,27,True
ROIsAzuaga,42,93,6,True
ROIsAzuaga,42,93,7,True
ROIsAzuaga,42,93,8,True
ROIsAzuaga,42,93,9,True
ROIsAzuaga,42,93,10,True
ROIsAzuaga,42,93,12,True
ROIsAzuaga,42,93,13,True
